key	file	line	en	zh-TW	zh-CN	raw
place.broadcasting_front	Components/Navigation/PlaceNames.cs	22	Broadcasting Room, front	廣播室，前方	广播室，前方	
place.chemistry_back	Components/Navigation/PlaceNames.cs	23	Chemistry Room, back	化學教室，後方	化学教室，后方	
place.chemistry_front	Components/Navigation/PlaceNames.cs	23	Chemistry Room, front	化學教室，前方	化学教室，前方	
place.computer_back	Components/Navigation/PlaceNames.cs	24	Computer Room, back	電腦教室，後方	电脑教室，后方	
place.computer_front	Components/Navigation/PlaceNames.cs	24	Computer Room, front	電腦教室，前方	电脑教室，前方	
place.biology_back	Components/Navigation/PlaceNames.cs	25	Biology Room, back	生物教室，後方	生物教室，后方	
place.biology_front	Components/Navigation/PlaceNames.cs	25	Biology Room, front	生物教室，前方	生物教室，前方	
place.social_studies_back	Components/Navigation/PlaceNames.cs	26	Social Studies Room, back	社會科教室，後方	社会科教室，后方	
place.social_studies_front	Components/Navigation/PlaceNames.cs	26	Social Studies Room, front	社會科教室，前方	社会科教室，前方	
place.calligraphy_back	Components/Navigation/PlaceNames.cs	27	Calligraphy Room, back	書法教室，後方	书法教室，后方	
place.calligraphy_front	Components/Navigation/PlaceNames.cs	27	Calligraphy Room, front	書法教室，前方	书法教室，前方	
place.av_room_back	Components/Navigation/PlaceNames.cs	28	AV Room, back	視聽教室，後方	视听教室，后方	
place.av_room_front	Components/Navigation/PlaceNames.cs	28	AV Room, front	視聽教室，前方	视听教室，前方	
place.cooking_back	Components/Navigation/PlaceNames.cs	29	Cooking Room, back	烹飪教室，後方	烹饪教室，后方	
place.cooking_front	Components/Navigation/PlaceNames.cs	29	Cooking Room, front	烹飪教室，前方	烹饪教室，前方	
place.student_council_back	Components/Navigation/PlaceNames.cs	30	Student Council Room, back	學生會室，後方	学生会室，后方	
place.student_council_front	Components/Navigation/PlaceNames.cs	30	Student Council Room, front	學生會室，前方	学生会室，前方	
place.guidance_back	Components/Navigation/PlaceNames.cs	31	Guidance Office, back	輔導室，後方	辅导室，后方	
place.guidance_front	Components/Navigation/PlaceNames.cs	31	Guidance Office, front	輔導室，前方	辅导室，前方	
place.library_back	Components/Navigation/PlaceNames.cs	32	Library, back	圖書室，後方	图书室，后方	
place.library_front	Components/Navigation/PlaceNames.cs	32	Library, front	圖書室，前方	图书室，前方	
place.faculty_left	Components/Navigation/PlaceNames.cs	33	Faculty Office, left	教職員室，左邊	教职员室，左边	
place.faculty_right	Components/Navigation/PlaceNames.cs	33	Faculty Office, right	教職員室，右邊	教职员室，右边	
place.girls_restroom	Components/Navigation/PlaceNames.cs	34	Girls' Restroom	女廁	女厕所	
place.boys_restroom	Components/Navigation/PlaceNames.cs	35	Boys' Restroom	男廁	男厕所	
place.shoe_lockers	Components/Navigation/PlaceNames.cs	38	Shoe Lockers	鞋櫃	鞋柜	
place.nurses_office	Components/Navigation/PlaceNames.cs	38	Nurse's Office	保健室	保健室	
place.bulletin_board	Components/Navigation/PlaceNames.cs	38	Bulletin Board	佈告欄	公告栏	
place.meeting_room	Components/Navigation/PlaceNames.cs	39	Meeting Room	會議室	会议室	
place.sports_clubs	Components/Navigation/PlaceNames.cs	39	Sports Clubs	運動社團	运动社团	
place.drama_club	Components/Navigation/PlaceNames.cs	39	Drama Club	戲劇社	戏剧社	
place.music_room	Components/Navigation/PlaceNames.cs	40	Music Room	音樂教室	音乐教室	
place.music_prep	Components/Navigation/PlaceNames.cs	40	Music Prep Room	音樂準備室	音乐准备室	
place.class_1_1_back	Components/Navigation/PlaceNames.cs	43	Class 1-1, back	1年1班，後方	1年1班，后方	
place.class_1_1_front	Components/Navigation/PlaceNames.cs	43	Class 1-1, front	1年1班，前方	1年1班，前方	
place.class_1_2_back	Components/Navigation/PlaceNames.cs	44	Class 1-2, back	1年2班，後方	1年2班，后方	
place.class_1_2_front	Components/Navigation/PlaceNames.cs	44	Class 1-2, front	1年2班，前方	1年2班，前方	
place.class_1_3_back	Components/Navigation/PlaceNames.cs	45	Class 1-3, back	1年3班，後方	1年3班，后方	
place.class_1_3_front	Components/Navigation/PlaceNames.cs	45	Class 1-3, front	1年3班，前方	1年3班，前方	
place.class_2_1_back	Components/Navigation/PlaceNames.cs	46	Class 2-1, back	2年1班，後方	2年1班，后方	
place.class_2_1_front	Components/Navigation/PlaceNames.cs	46	Class 2-1, front	2年1班，前方	2年1班，前方	
place.class_2_3_back	Components/Navigation/PlaceNames.cs	47	Class 2-3, back	2年3班，後方	2年3班，后方	
place.class_2_3_front	Components/Navigation/PlaceNames.cs	47	Class 2-3, front	2年3班，前方	2年3班，前方	
place.class_3_1_back	Components/Navigation/PlaceNames.cs	48	Class 3-1, back	3年1班，後方	3年1班，后方	
place.class_3_1_front	Components/Navigation/PlaceNames.cs	48	Class 3-1, front	3年1班，前方	3年1班，前方	
place.class_3_2_back	Components/Navigation/PlaceNames.cs	49	Class 3-2, back	3年2班，後方	3年2班，后方	
place.class_3_2_front	Components/Navigation/PlaceNames.cs	49	Class 3-2, front	3年2班，前方	3年2班，前方	
place.class_3_3_back	Components/Navigation/PlaceNames.cs	50	Class 3-3, back	3年3班，後方	3年3班，后方	
place.class_3_3_front	Components/Navigation/PlaceNames.cs	50	Class 3-3, front	3年3班，前方	3年3班，前方	
place.into_classroom_left	Components/Navigation/PlaceNames.cs	51	Into classroom, left	進教室，左邊	进教室，左边	
place.into_classroom_right	Components/Navigation/PlaceNames.cs	51	Into classroom, right	進教室，右邊	进教室，右边	
place.out_classroom_upper	Components/Navigation/PlaceNames.cs	52	Out of classroom, upper	出教室，上方	出教室，上方	
place.out_classroom_lower	Components/Navigation/PlaceNames.cs	52	Out of classroom, lower	出教室，下方	出教室，下方	
place.examine_futon	Components/Navigation/PlaceNames.cs	55	Examine futon	查看棉被	查看被褥	
place.examine_bike	Components/Navigation/PlaceNames.cs	55	Examine bike	查看腳踏車	查看自行车	
place.examine_desk	Components/Navigation/PlaceNames.cs	56	Examine desk	查看書桌	查看书桌	
place.examine_diary	Components/Navigation/PlaceNames.cs	56	Examine diary	查看日記	查看日记	
place.examine_field	Components/Navigation/PlaceNames.cs	57	Examine field	查看田地	查看田地	
place.examine_farm_tools	Components/Navigation/PlaceNames.cs	57	Examine farm tools	查看農具	查看农具	
place.examine_fishing_gear	Components/Navigation/PlaceNames.cs	58	Examine fishing gear	查看釣具	查看钓具	
place.examine_kitchen	Components/Navigation/PlaceNames.cs	58	Examine kitchen	查看廚房	查看厨房	
place.examine_living_tv	Components/Navigation/PlaceNames.cs	59	Examine living room TV	查看客廳電視	查看客厅电视	
place.examine_small_desk	Components/Navigation/PlaceNames.cs	59	Examine small desk	查看小桌子	查看小桌子	
place.examine_my_tv	Components/Navigation/PlaceNames.cs	60	Examine my room TV	查看我房間的電視	查看我房间的电视	
place.examine_fridge	Components/Navigation/PlaceNames.cs	60	Examine fridge	查看冰箱	查看冰箱	
place.examine_shelf	Components/Navigation/PlaceNames.cs	61	Examine shelf	查看架子	查看架子	
place.examine_sofa	Components/Navigation/PlaceNames.cs	61	Examine sofa	查看沙發	查看沙发	
place.examine_trophy	Components/Navigation/PlaceNames.cs	62	Examine trophy	查看獎盃	查看奖杯	
place.home_entrance	Components/Navigation/PlaceNames.cs	63	Home entrance	家門口	家门口	
place.stairs_my_room	Components/Navigation/PlaceNames.cs	63	Stairs to my room	往我房間的樓梯	往我房间的楼梯	
place.living_room_door	Components/Navigation/PlaceNames.cs	64	Living room door	客廳門	客厅门	
place.entrance_door	Components/Navigation/PlaceNames.cs	64	Entrance door	玄關門	玄关门	
place.okina_notice_board	Components/Navigation/PlaceNames.cs	67	Okina notice board	沖奈告示板	冲奈告示板	
place.okina_bookstore	Components/Navigation/PlaceNames.cs	67	Okina bookstore	沖奈書店	冲奈书店	
place.okina_cafe	Components/Navigation/PlaceNames.cs	68	Okina cafe	沖奈咖啡廳	冲奈咖啡厅	
place.okina_clothing	Components/Navigation/PlaceNames.cs	68	Okina clothing store	沖奈服飾店	冲奈服装店	
place.okina_police	Components/Navigation/PlaceNames.cs	69	Okina police box	沖奈派出所	冲奈派出所	
place.okina_station	Components/Navigation/PlaceNames.cs	69	Okina Station	沖奈車站	冲奈车站	
place.okina_theater	Components/Navigation/PlaceNames.cs	70	Okina theater	沖奈電影院	冲奈电影院	
place.to_food_court	Components/Navigation/PlaceNames.cs	70	To food court	往美食廣場	往美食广场	
place.enter_shop	Components/Navigation/PlaceNames.cs	71	Enter shop	進入商店	进入商店	
place.exit_shop	Components/Navigation/PlaceNames.cs	71	Exit shop	離開商店	离开商店	
place.down_riverbank	Components/Navigation/PlaceNames.cs	74	Down to riverbank	下到河岸	下到河岸	
place.up_riverbank	Components/Navigation/PlaceNames.cs	74	Up from riverbank	從河岸上來	从河岸上来	
place.farm_shop	Components/Navigation/PlaceNames.cs	75	Farm shop	農場商店	农场商店	
place.bushes	Components/Navigation/PlaceNames.cs	75	Bushes	草叢	草丛	
place.tanabata	Components/Navigation/PlaceNames.cs	76	Tanabata display	七夕裝飾	七夕装饰	
place.cushion	Components/Navigation/PlaceNames.cs	76	Cushion	坐墊	坐垫	
place.crane_game	Components/Navigation/PlaceNames.cs	76	Crane game	夾娃娃機	抓娃娃机	
place.boss_room_door	Components/Navigation/PlaceNames.cs	79	Boss room door	頭目房間門	头目房间门	
place.boss_room_stairs_down	Components/Navigation/PlaceNames.cs	79	Boss room, stairs down	頭目房間，往下樓梯	头目房间，往下楼梯	
place.boss_room_exit	Components/Navigation/PlaceNames.cs	80	Boss room exit	頭目房間出口	头目房间出口	
place.boss_floor_door	Components/Navigation/PlaceNames.cs	80	Boss floor door	頭目樓層門	头目楼层门	
place.stairs_up_1f_entrance	Components/Navigation/PlaceNames.cs	81	Stairs up, 1F entrance	上樓梯，1樓入口	上楼梯，1楼入口	
place.stairs_up_1f_passage	Components/Navigation/PlaceNames.cs	81	Stairs up, 1F passage	上樓梯，1樓通道	上楼梯，1楼通道	
place.stairs_up_2f_entrance	Components/Navigation/PlaceNames.cs	82	Stairs up, 2F entrance	上樓梯，2樓入口	上楼梯，2楼入口	
place.stairs_up_2f_passage	Components/Navigation/PlaceNames.cs	82	Stairs up, 2F passage	上樓梯，2樓通道	上楼梯，2楼通道	
place.stairs_up_2f_left	Components/Navigation/PlaceNames.cs	83	Stairs up, 2F left	上樓梯，2樓左邊	上楼梯，2楼左边	
place.stairs_up_2f_right	Components/Navigation/PlaceNames.cs	83	Stairs up, 2F right	上樓梯，2樓右邊	上楼梯，2楼右边	
place.stairs_up_3f_4f	Components/Navigation/PlaceNames.cs	84	Stairs up, 3F to 4F	上樓梯，3樓到4樓	上楼梯，3楼到4楼	
place.stairs_down_1f_left	Components/Navigation/PlaceNames.cs	85	Stairs down, 1F left	下樓梯，1樓左邊	下楼梯，1楼左边	
place.stairs_down_1f_right	Components/Navigation/PlaceNames.cs	85	Stairs down, 1F right	下樓梯，1樓右邊	下楼梯，1楼右边	
place.stairs_down_2f_entrance	Components/Navigation/PlaceNames.cs	86	Stairs down, 2F entrance	下樓梯，2樓入口	下楼梯，2楼入口	
place.stairs_down_2f_passage	Components/Navigation/PlaceNames.cs	86	Stairs down, 2F passage	下樓梯，2樓通道	下楼梯，2楼通道	
place.stairs_down_3f_entrance	Components/Navigation/PlaceNames.cs	87	Stairs down, 3F entrance	下樓梯，3樓入口	下楼梯，3楼入口	
place.stairs_down_3f_passage	Components/Navigation/PlaceNames.cs	87	Stairs down, 3F passage	下樓梯，3樓通道	下楼梯，3楼通道	
place.stairs_down_4f_3f	Components/Navigation/PlaceNames.cs	88	Stairs down, 4F to 3F	下樓梯，4樓到3樓	下楼梯，4楼到3楼	
place.stairs_down_boss	Components/Navigation/PlaceNames.cs	88	Stairs down, boss floor	下樓梯，頭目樓層	下楼梯，头目楼层	
place.passage_1f	Components/Navigation/PlaceNames.cs	89	Passage, 1F	通道，1樓	通道，1楼	
place.passage_2f	Components/Navigation/PlaceNames.cs	90	Passage, 2F	通道，2樓	通道，2楼	
place.entrance	Components/Navigation/PlaceNames.cs	91	Entrance	入口	入口	
place.return_point	Components/Navigation/PlaceNames.cs	91	Return point	返回點	返回点	
place.pit	Components/Navigation/PlaceNames.cs	91	Pit	坑洞	坑洞	
place.dressing_room_door	Components/Navigation/PlaceNames.cs	92	Dressing room door	更衣室門	更衣室门	
place.enter_dressing_room	Components/Navigation/PlaceNames.cs	92	Enter dressing room	進入更衣室	进入更衣室	
place.exit_dressing_room	Components/Navigation/PlaceNames.cs	93	Exit dressing room	離開更衣室	离开更衣室	
place.lodge_entrance	Components/Navigation/PlaceNames.cs	93	Lodge entrance	滑雪小屋入口	滑雪小屋入口	
place.enter_base	Components/Navigation/PlaceNames.cs	96	Enter base	進入基地	进入基地	
place.enter_castle	Components/Navigation/PlaceNames.cs	96	Enter castle	進入城堡	进入城堡	
place.enter_game_world	Components/Navigation/PlaceNames.cs	96	Enter game world	進入遊戲世界	进入游戏世界	
place.enter_heaven	Components/Navigation/PlaceNames.cs	97	Enter Heaven	進入天堂	进入天堂	
place.enter_final_area	Components/Navigation/PlaceNames.cs	97	Enter final area	進入最終區域	进入最终区域	
place.enter_over_city	Components/Navigation/PlaceNames.cs	97	Enter over the city	進入城市上空	进入城市上空	
place.enter_playhouse	Components/Navigation/PlaceNames.cs	98	Enter playhouse	進入劇場	进入剧场	
place.enter_sauna	Components/Navigation/PlaceNames.cs	98	Enter sauna	進入三溫暖	进入桑拿房	
place.enter_tomb	Components/Navigation/PlaceNames.cs	98	Enter tomb	進入墓穴	进入墓穴	
place.treasure	Components/Navigation/PlaceNames.cs	99	Treasure	寶箱	宝箱	
place.quest_item	Components/Navigation/PlaceNames.cs	101	Quest item	任務道具	任务道具	
place.bones	Components/Navigation/PlaceNames.cs	102	Bones	骨頭	骨头	
place.margaret	Components/Navigation/PlaceNames.cs	102	Margaret	瑪格麗特	玛格丽特	
place.temptation	Components/Navigation/PlaceNames.cs	102	Temptation	誘惑	诱惑	
place.shrine	Components/Navigation/PlaceNames.cs	103	Shrine	神社	神社	
teleport.daidara	Components/Navigation/TeleportTargets.cs	54	Daidara	大達金屬工房	大达金属工房	
teleport.save_point	Components/Navigation/TeleportTargets.cs	58	Save Point	存檔點	存档点	
teleport.junes_road	Components/Navigation/TeleportTargets.cs	63	Junes Road	Junes路	Junes路	
teleport.shopping_north	Components/Navigation/TeleportTargets.cs	68	Shopping North	商店街北側	商店街北侧	
teleport.samegawa_road	Components/Navigation/TeleportTargets.cs	73	Samegawa Road	鮫川路	鲛川路	
teleport.pharmacy	Components/Navigation/TeleportTargets.cs	77	Pharmacy	藥局	药店	
teleport.bookstore	Components/Navigation/TeleportTargets.cs	82	Bookstore	書店	书店	
townmap.yasogami	Components/TownMapReader.cs	27	Yasogami High School	八十神高中	八十神高中	
townmap.shopping_district	Components/TownMapReader.cs	28	Central Shopping District	中央商店街	中央商店街	
townmap.junes	Components/TownMapReader.cs	29	Junes Department Store	Junes百貨	Junes百货	
townmap.samegawa	Components/TownMapReader.cs	30	Samegawa Flood Plain	鮫川河堤	鲛川河堤	
townmap.dojima	Components/TownMapReader.cs	31	Dojima Residence	堂島家	堂岛家	
townmap.okina	Components/TownMapReader.cs	32	Okina City	沖奈市	冲奈市	
townmap.shichiri	Components/TownMapReader.cs	33	Shichiri Beach	七里海灘	七里海滩	
townmap.destination_n	Components/TownMapReader.cs	86	Destination {0}	目的地{0}	目的地{0}	$"Destination {cursor + 1}"
tutorial.world	Components/Tutorial.cs	80	You're free to explore the world around you. You can set a sound beacon on nearby things, and even auto-walk to them. Whenever you like, press F to open the travel menu. It has more options to help you on your journey.	你可以自由探索周圍的世界。可以在附近的東西上設置聲音信標，甚至自動走向它們。隨時按 F 開啟移動選單，裡面有更多能幫助你旅程的選項。	你可以自由探索周围的世界。可以在附近的东西上设置声音信标，甚至自动走向它们。随时按 F 打开移动菜单，里面有更多能帮助你旅程的选项。	
tutorial.quick_interact	Components/Tutorial.cs	101	In certain places, you can press Shift and F, or Left Trigger plus X on a controller, to open the Quick Interact menu. From it, choose a spot and you'll be taken straight to it. You can also press F1, or hold both triggers and press Start, to open the Accessibility Settings and its Help.	在某些地方，你可以按 Shift 加 F，或手把的左扳機加 X，開啟快速互動選單。從中選一個地點，就會直接帶你過去。你也可以按 F1，或按住兩個扳機再按 Start，開啟無障礙設定和它的說明。	在某些地方，你可以按 Shift 加 F，或手柄的左扳机加 X，打开快速互动菜单。从中选一个地点，就会直接带你过去。你也可以按 F1，或按住两个扳机再按 Start，打开无障碍设置和它的帮助。	
tutorial.dungeon	Components/Tutorial.cs	125	In dungeons, sound is your guide: beacons for the stairs and chests, the shadow radar, and the wall sounds. Explore freely until you find the stairs, then open the menu with F, X on a controller, and travel to the next floor. Learn more any time in the dungeon tips, under Help in the Accessibility Settings.	在迷宮裡，聲音就是你的嚮導：樓梯和寶箱的信標、陰影雷達，還有牆壁音效。自由探索直到找到樓梯，然後按 F（手把是 X）開啟選單，前往下一層。想了解更多，隨時可以看無障礙設定的說明裡的迷宮提示。	在迷宫里，声音就是你的向导：楼梯和宝箱的信标、阴影雷达，还有墙壁音效。自由探索直到找到楼梯，然后按 F（手柄是 X）打开菜单，前往下一层。想了解更多，随时可以看无障碍设置的帮助里的迷宫提示。	
battle.cmd.analysis	Components/Battle/Battle.cs	14	Analysis	分析	分析	
battle.cmd.tactics	Components/Battle/Battle.cs	15	Tactics	戰術	战术	
battle.cmd.guard	Components/Battle/Battle.cs	16	Guard	防禦	防御	
battle.cmd.attack	Components/Battle/Battle.cs	17	Attack	攻擊	攻击	
battle.cmd.skill	Components/Battle/Battle.cs	18	Skill	技能	技能	
battle.cmd.persona	Components/Battle/Battle.cs	19	Persona	人格面具	人格面具	
battle.cmd.item	Components/Battle/Battle.cs	20	Item	道具	道具	
battle.cmd.escape	Components/Battle/Battle.cs	21	Escape	逃跑	逃跑	
battle.turn_of	Components/Battle/TurnReader.cs	56	{0}'s turn.	{0}的回合。	{0}的回合。	$"{name}'s turn."
battle.elem.physical	Components/Battle/Battle.cs	443	Physical	物理	物理	
battle.elem.fire	Components/Battle/Battle.cs	443	Fire	火焰	火焰	
battle.elem.ice	Components/Battle/Battle.cs	443	Ice	冰凍	冰冻	
battle.elem.electric	Components/Battle/Battle.cs	443	Electric	電擊	电击	
battle.elem.wind	Components/Battle/Battle.cs	444	Wind	疾風	疾风	
battle.elem.light	Components/Battle/Battle.cs	444	Light	光	光	
battle.elem.dark	Components/Battle/Battle.cs	444	Dark	闇	暗	
battle.aff.weak	Components/Battle/Battle.cs	464;1451	weak	弱點	弱点	
battle.aff.resist	Components/Battle/Battle.cs	463	resist	耐性	耐性	
battle.aff.null	Components/Battle/Battle.cs	457	null	無效	无效	
battle.aff.drain	Components/Battle/Battle.cs	456	drain	吸收	吸收	
battle.aff.repel	Components/Battle/Battle.cs	455	repel	反彈	反弹	
battle.aff.normal	Components/Battle/Battle.cs	465	normal	普通	普通	
battle.aff.resists	Components/Battle/Battle.cs	1452	resists	耐性	耐性	
battle.aff.nulls	Components/Battle/Battle.cs	1453	nulls	無效	无效	
battle.aff.drains	Components/Battle/Battle.cs	1454	drains	吸收	吸收	
battle.aff.repels	Components/Battle/Battle.cs	1455	repels	反彈	反弹	
battle.aff.unknown	Components/Battle/Battle.cs	719;1346	{0} unknown	{0}不明	{0}未知	$"{elemName} unknown"
battle.aff.classified	Components/Battle/Battle.cs	730;1349	{0} {1}	{0}{1}	{0}{1}	$"{elemName} {cls}"
battle.buff.attack	Components/Battle/Battle.cs	600	attack {0}	攻擊{0}	攻击{0}	$"attack {atk}"
battle.buff.defense	Components/Battle/Battle.cs	602	defense {0}	防禦{0}	防御{0}	$"defense {def}"
battle.buff.agility	Components/Battle/Battle.cs	606	agility {0}	速度{0}	速度{0}	$"agility {hit}"
battle.buff.hit	Components/Battle/Battle.cs	609	hit {0}	命中{0}	命中{0}	$"hit {hit}"
battle.buff.evasion	Components/Battle/Battle.cs	610	evasion {0}	迴避{0}	回避{0}	$"evasion {eva}"
battle.buff.crit	Components/Battle/Battle.cs	624	critical rate {0}	暴擊率{0}	暴击率{0}	$"critical rate {crit}"
battle.buff.up	Components/Battle/Battle.cs	591	up	上升	上升	
battle.buff.down	Components/Battle/Battle.cs	591	down	下降	下降	
battle.buff.mind_charged	Components/Battle/Battle.cs	631	mind charged	精神蓄力	精神蓄力	
battle.buff.power_charged	Components/Battle/Battle.cs	635	power charged	力量蓄力	力量蓄力	
battle.status_effect	Components/Battle/Battle.cs	1595	status effect	狀態異常	状态异常	
battle.ail.afraid	Components/Battle/Battle.cs	1621	afraid	恐懼	恐惧	
battle.ail.dizzy	Components/Battle/Battle.cs	1622	dizzy	眩暈	眩晕	
battle.ail.poisoned	Components/Battle/Battle.cs	1623	poisoned	中毒	中毒	
battle.ail.silenced	Components/Battle/Battle.cs	1624	silenced	沉默	沉默	
battle.ail.enervated	Components/Battle/Battle.cs	1625	enervated	衰弱	衰弱	
battle.ail.enraged	Components/Battle/Battle.cs	1626	enraged	激怒	激怒	
battle.enemy	Components/Battle/Battle.cs;Components/Battle/DamageMonitor.cs;Components/Battle/EnemyStatus.cs;Components/Battle/ProfileNav.cs	509;209;85;142	Enemy	敵人	敌人	
battle.ally	Components/Battle/DamageMonitor.cs	209	Ally	隊友	队友	
battle.weak_count	Components/Battle/Battle.cs	551	{0} {1}	{0}個{1}	{0}个{1}	$"{c} {key}" (e.g. "2 weak")
arcana.fool	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	665;50;40	Fool	愚者	愚者	
arcana.magician	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	665;50;40	Magician	魔術師	魔术师	
arcana.priestess	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	665;50;40	Priestess	女教皇	女教皇	
arcana.empress	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	665;50;40	Empress	女帝	女帝	
arcana.emperor	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	665;50;41	Emperor	皇帝	皇帝	
arcana.hierophant	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	665;50;41	Hierophant	法皇	法皇	
arcana.lovers	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	665;51;41	Lovers	戀人	恋人	
arcana.chariot	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	666;51;41	Chariot	戰車	战车	
arcana.justice	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	666;51;42	Justice	正義	正义	
arcana.hermit	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	666;51;42	Hermit	隱者	隐者	
arcana.fortune	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	666;51;42	Fortune	命運	命运	
arcana.strength	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	666;51;42	Strength	力量	力量	
arcana.hanged_man	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	666;52;43	Hanged Man	倒吊人	倒吊人	
arcana.death	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	666;52;43	Death	死神	死神	
arcana.temperance	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	667;52;43	Temperance	節制	节制	
arcana.devil	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	667;52;43	Devil	惡魔	恶魔	
arcana.tower	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	667;52;44	Tower	高塔	高塔	
arcana.star	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	667;52;44	Star	星星	星星	
arcana.moon	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	667;53;44	Moon	月亮	月亮	
arcana.sun	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	667;53;44	Sun	太陽	太阳	
arcana.judgement	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	667;53;45	Judgement	審判	审判	
arcana.world	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs	667;53	World	世界	世界	
arcana.jester	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	677;53;45	Jester	小丑	小丑	
arcana.hunger	Components/Battle/Battle.cs;Components/SocialLinkRankUp.cs	678;45	Hunger	飢餓	饥饿	
arcana.aeon	Components/Battle/Battle.cs;Components/Battle/ShuffleReader.cs;Components/SocialLinkRankUp.cs	679;53;45	Aeon	永劫	永劫	
arcana.n	Components/Battle/Battle.cs	680	arcana {0}	阿爾卡那{0}	阿尔卡那{0}	$"arcana {aid}"
stat.strength	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs;Components/VelvetFusion.cs	1076;366;665;682	Strength {0}	力量{0}	力量{0}	$"Strength {t[0]}"
stat.magic	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs;Components/VelvetFusion.cs	1076;366;665;682	Magic {0}	魔力{0}	魔力{0}	$"Magic {t[1]}"
stat.endurance	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs;Components/VelvetFusion.cs	1076;366;665;682	Endurance {0}	耐力{0}	耐力{0}	$"Endurance {t[2]}"
stat.agility	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs;Components/VelvetFusion.cs	1077;367;666;682	Agility {0}	速度{0}	速度{0}	$"Agility {t[3]}"
stat.luck	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs;Components/VelvetFusion.cs	1077;367;666;682	Luck {0}	運氣{0}	运气{0}	$"Luck {t[4]}"
profile.sec.elements	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/Battle/ProfileNav.cs;Components/CommandMenus/PlayerMenu.cs	1067;358;167;657	Elements	屬性	属性	
profile.sec.stats	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs;Components/VelvetFusion.cs	1074;364;663;683	Stats	能力值	能力值	
profile.sec.skills	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/Battle/ProfileNav.cs;Components/CommandMenus/PlayerMenu.cs;Components/VelvetFusion.cs	1094;383;175;681;718	Skills	技能	技能	
profile.sec.experience	Components/Battle/Battle.cs;Components/CommandMenus/PlayerMenu.cs	1267;1265	Experience	經驗值	经验值	
profile.level_n	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/VelvetFusion.cs	1059;348;662	level {0}	等級{0}	等级{0}	$"level {lvl}"
profile.level_unknown	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/Battle/ProfileNav.cs	1530;348;150	level unknown	等級不明	等级未知	
profile.no_skills	Components/Battle/Battle.cs;Components/Battle/PersonaNav.cs;Components/CommandMenus/PlayerMenu.cs	1093;382;680	no skills	沒有技能	没有技能	
